feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Stanley Mountain|Summit|California|Huasna Peak|35.0729741|-120.251297
Sulphur Ridge|Ridge|California|Kaweah|36.4773726|-118.9829321
Summers Ridge|Ridge|California|Monache Mountain|36.1897352|-118.1770401
Sycamore Ridge|Ridge|California|Branch Mountain|35.1271628|-120.0110827
Telephone Ridge|Ridge|California|Tobias Peak|35.7825262|-118.604772
Temettate Ridge|Ridge|California|Nipomo|35.0603705|-120.436605
Tharps Peak|Summit|California|Kaweah|36.3952108|-118.9323112
The Needles|Summit|California|Durrwood Creek|36.1096098|-118.4848625
Thompson Peak|Summit|California|California Hot Springs|35.9384518|-118.708517
Thompson Ridge|Ridge|California|California Hot Springs|35.9522796|-118.6954515
Timber Peak|Summit|California|Miranda Pine Mountain|35.0142935|-120.0132476
Timosea Peak|Summit|California|Bartlett|36.4576012|-118.0872574
Toowa Range|Ridge|California|Kern Peak|36.3083697|-118.2878443
Tower Rock|Summit|California|Kern Lake|36.3389801|-118.3969452
Trail Peak|Summit|California|Cirque Peak|36.4275881|-118.1905878
Treplett Mountain|Summit|California|Miranda Pine Mountain|35.0154399|-120.0734858
Tulare Peak|Summit|California|Mineral King|36.4120186|-118.5634356
Turner Peak|Summit|California|Posey|35.8582272|-118.7435589
Twin Peak|Summit|California|Posey|35.8093214|-118.7144587
Twin Rocks|Pillar|California|Miranda Pine Mountain|35.1124745|-120.1218121
Tyler Peak|Summit|California|California Hot Springs|35.8962994|-118.7027097
Vandever Mountain|Summit|California|Mineral King|36.3983577|-118.581235
Wheeler Ridge|Ridge|California|Coal Oil Canyon|35.0104155|-119.0141952
Windmill Tree Peak|Summit|California|Glennville|35.649793|-118.6995637
Windy Ridge|Ridge|California|Quinn Peak|36.3345636|-118.5893891
Wonoga Peak|Summit|California|Bartlett|36.4828096|-118.118028
Miners Nose|Summit|California|Mineral King|36.4429217|-118.6053599
Miners Ridge|Ridge|California|Mineral King|36.4115591|-118.6119901
Mono Jim Peak|Summit|California|Convict Lake|37.5721856|-118.8521626
George R. Stewart Peak|Summit|California|Norden|39.3234735|-120.3194394
Polemonium Peak|Summit|California|North Palisade|37.0933513|-118.5117715
Mount Anna Mills|Summit|California|Johnson Peak|36.4744972|-118.3500768
Mount Ansel Adams|Summit|California|Mount Lyell|37.6979683|-119.2815963
McGlashan Point|Summit|California|Norden|39.3181669|-120.3190936
Kings-Kaweah Divide|Ridge|California|Triple Divide Peak|36.5978644|-118.5529965
Mount Ian Campbell|Summit|California|Mount Givens|37.2617081|-119.0202309
Hengst Peak|Summit|California|Mineral King|36.4104239|-118.6217259
Deadwood Peak|Summit|California|Carson Pass|38.6285383|-119.9925634
Thunder Mountain|Summit|California|Caples Lake|38.674271|-120.0906432
Earthquake Dome|Summit|California|Old Mammoth|37.6658768|-118.9997176
Dry Creek Knoll|Summit|California|Old Mammoth|37.6779846|-118.9859579
Mammoth Knolls|Summit|California|Old Mammoth|37.6589373|-118.9789904
Gilbert Peak|Summit|California|Old Mammoth|37.6986979|-118.9066623
Hartless Mountain|Summit|California|Robbs Peak|38.9415668|-120.4356333
Silver Hill Ridge|Ridge|California|Robbs Peak|38.8984909|-120.4687344
White Rock|Summit|California|Miracle Hot Springs|35.6145145|-118.5073833
Granite Ridge|Ridge|California|Buckingham Mountain|37.5632448|-119.7717278
Obsidian Dome|Summit|California|June Lake|37.7589574|-119.0206022
Mount Sampson|Summit|California|Verplank Ridge|36.7668918|-119.0967798
Tassajera Peak|Summit|California|Atascadero|35.3934861|-120.7084977
Wallace Peak|Summit|California|Bunker Hill|39.0457555|-120.448733
Negro Hill|Summit|California|Garden Valley|38.7545527|-120.7680833
Dude Ridge|Ridge|California|Luckett Mountain|36.7897047|-119.1299878
Doc Peak|Summit|California|Casa Vieja Meadows|36.2058905|-118.2743238
John Muir Rock|Pillar|California|Mount Henry|37.2179943|-118.8237249
Yucca Point|Summit|California|Hume|36.8291808|-118.8976562
Tule Mountain|Summit|California|Tule Mountain|41.1361406|-120.4557545
Castle Ridge|Ridge|California|Blackcap Mountain|37.112792|-118.8126762
Billys Peak|Summit|California|Granite Chief|39.237218|-120.2738591
White Wing Mountain|Summit|California|Mammoth Mountain|37.725483|-119.0462407
Crooks Peak|Summit|California|Mount Whitney|36.5744088|-118.2907171
Seven Lakes Mountain|Summit|Nevada|Seven Lakes Mountain|39.9149975|-119.941812
Petersen Mountain|Summit|Nevada|Granite Peak|39.7959|-119.976104
Melissa Coray Peak|Summit|California|Caples Lake|38.6517639|-120.0394651
Henness Ridge|Ridge|California|El Capitan|37.6387923|-119.721845
Oak RIdge|Ridge|California|Murphys|38.2319458|-120.4868787
Mineral Mountain|Summit|California|Murphys|38.1895695|-120.4498653
Negro Hill|Summit|California|Columbia|38.0561462|-120.3996587
Mount Emma|Summit|California|Fales Hot Springs|38.2770659|-119.4762643
Mount Knight|Summit|California|Crandall Peak|38.1667826|-120.2395586
Palmer Ridge|Ridge|California|Graniteville|39.4966663|-120.7316495
Panorama Point|Summit|California|Half Dome|37.7165058|-119.5573048
Mount Langley|Summit|California|Mount Langley|36.5233668|-118.2394156
Middle Palisade|Summit|California|Split Mountain|37.0702899|-118.469138
Mount Muir|Summit|California|Mount Whitney|36.5647386|-118.2913287
Saurian Crest|Ridge|California|Tower Peak|38.1541399|-119.5645684
Mount Sill|Summit|California|North Palisade|37.095985|-118.5033965
Stanford Point|Summit|California|El Capitan|37.7064221|-119.6663928
Stanton Peak|Summit|California|Dunderberg Peak|38.0575851|-119.3628824
Mount Tyndall|Summit|California|Mount Williamson|36.6557436|-118.3372726
Mount Williamson|Summit|California|Mount Williamson|36.6559544|-118.3110851
Sawtooth Peak|Summit|California|Mineral King|36.4551613|-118.5554986
Skinner Peak|Summit|California|Cane Canyon|35.5669483|-118.1269219
Mount Stephens|Summit|California|Norden|39.3199497|-120.3230731
Mount Marliave|Summit|California|Soda Springs|39.3482488|-120.4016014
Peckinpah Mountain|Summit|California|Shuteye Peak|37.2747017|-119.4670858
Mount Dana|Summit|California|Mount Dana|37.8996859|-119.2212492
American Hill|Summit|California|Duncan Peak|39.1401751|-120.5888037
Bald Hill|Summit|California|Catheys Valley|37.48741|-120.0948861
Bald Mountain|Summit|California|Columbia|38.0914892|-120.4574742
Mount Baldwin|Summit|California|Convict Lake|37.5320615|-118.851269
Bearcamp Mountain|Summit|California|Emerson Peak|41.2236343|-120.1682155
Becker Peak|Summit|California|Echo Lake|38.832325|-120.0598088
Bell Hill|Summit|California|Columbia|38.0335027|-120.3921691
Black Buttes|Summit|California|English Mountain|39.3950955|-120.5577184
Black Cone|Summit|California|Emerson Peak|41.1768677|-120.1429827
Blewetts Point|Summit|California|Columbia SE|38.0585285|-120.3660789
Bogus Point|Summit|California|Dutch Flat|39.1654487|-120.8302025
Bull Run Rock|Summit|California|Donnell Lake|38.2551706|-119.9428411
Cape Horn|Summit|California|Courtright Reservoir|37.0456042|-118.923367
Cienega Mirth|Summit|California|Coyote Flat|37.1347813|-118.4590556
Colfax Hill|Summit|California|Colfax|39.1106246|-120.9529863
Coyote Hill|Summit|California|Colfax|39.0348914|-120.993606
Crater Mountain|Summit|California|Fish Springs|37.1135441|-118.3003246
Crystal Peak|Summit|California|Frenchman Lake|39.9421702|-120.1255145
Dixie Mountain|Summit|California|Dixie Mountain|39.9388022|-120.285004
Ebbetts Peak|Summit|California|Ebbetts Pass|38.547681|-119.8143327
Elbow Hill|Summit|California|Falls Ridge|37.9707081|-119.4028525
Epidote Peak|Summit|California|Dunderberg Peak|38.0595123|-119.3048241
Findley Peak|Summit|California|English Mountain|39.4840331|-120.5747501
Fir Cap|Summit|California|Downieville|39.6197081|-120.8551086
Folger Peak|Summit|California|Dardanelles Cone|38.4956702|-119.8162381
Frost Hill|Summit|California|Dutch Flat|39.1950095|-120.8215712
Gardner Mountain|Summit|California|Emerald Bay|38.9101|-120.0149717
Goat Rock|Summit|California|Chicago Park|39.1430738|-120.9944613
Gopher Hill|Summit|California|Garden Valley|38.809535|-120.8271195
Guadalupe Mountains|Summit|California|Catheys Valley|37.4550877|-120.0582387
Hartley Butte|Summit|California|English Mountain|39.4012902|-120.5031443
Hayden Hill|Summit|California|Dutch Flat|39.1671496|-120.7758841
Hooper Peak|Summit|California|Falls Ridge|37.9539267|-119.4700227
Indian Knoll|Summit|California|Colfax|39.0985367|-120.8938796
Indiana Summit|Summit|California|Crestview|37.8046476|-118.9318802
Inspiration Point|Summit|California|Emerald Bay|38.9460578|-120.1001068
Jackass Dike|Summit|California|Florence Lake|37.3037695|-118.9653993
Joes Point|Summit|California|Cherry Lake South|37.8851967|-119.9546135
Johnson Hill|Summit|California|Ferris Creek|40.1018888|-120.3703275
Kennebec Hill|Summit|California|Columbia|38.0271404|-120.396102
Kings Hill|Summit|California|Foresthill|39.0801705|-120.8739401
Kings Hill Point|Summit|California|Colfax|39.0651075|-120.8823454
Little Harvey Mountain|Summit|California|Champs Flat|40.6766803|-120.9739626
Long Top|Summit|California|Courtright Reservoir|37.1002792|-118.9379463
Lynchburg Hill|Summit|California|Devil Peak|38.9941249|-120.6213661
Mormon Hill|Summit|California|Cascadel Point|37.2330692|-119.4273954
Old Inspiration Point|Summit|California|El Capitan|37.7050766|-119.6754027
Page Peaks|Summit|California|Dunderberg Peak|38.0667522|-119.3113635
Perry Mountain|Summit|California|Coloma|38.8207293|-120.8893693
Prospect Hill|Summit|California|Fiddletown|38.5318038|-120.7881047
Quail Hill|Summit|California|Copperopolis|37.9228339|-120.7212206
Quartz Point|Summit|California|Downieville|39.5414305|-120.7537978
Race Track Hill|Summit|California|Colfax|39.0912146|-120.8943695
Red Hill|Summit|California|Columbia|38.0824241|-120.4864476
Red Hill|Summit|California|Colfax|39.0976204|-120.883302
Red Mountain|Summit|California|Fish Springs|37.0287833|-118.2884982
Red Mountain|Summit|California|Cisco Grove|39.3388813|-120.5354738
Regulation Peak|Summit|California|Falls Ridge|37.9876935|-119.4884233
Roach Hill|Summit|California|Dutch Flat|39.1357266|-120.8250942
Mount Scowden|Summit|California|Dunderberg Peak|38.0084205|-119.2601759
Shepherd Crest|Ridge|California|Dunderberg Peak|38.0046229|-119.3127517
Bald Mountain|Summit|California|Coulterville|37.7260696|-120.1634615
Buck Mountain|Summit|California|Dorrington|38.3748246|-120.3726853
Dome Rock|Summit|California|Donnell Lake|38.3388645|-119.9760257
Double Dome Rock|Summit|California|Donnell Lake|38.3404628|-119.8765994
Louise Point|Summit|California|Coulterville|37.7050844|-120.1944872
Spaulding Point|Summit|California|Dutch Flat|39.2252164|-120.8004814
Turtleback Dome|Summit|California|El Capitan|37.7133557|-119.7060367
Turtle Mountain|Summit|California|Doyle|40.1092748|-120.0837201
Twin Peaks|Summit|California|Dunderberg Peak|38.0804886|-119.3575265
Twin Peaks|Summit|California|Emerald Bay|38.8820535|-120.010203
Union Hill|Summit|California|Columbia|38.0183097|-120.4033493
Virginia Point|Summit|California|Coulterville|37.6711652|-120.1517706
West Peak|Summit|California|Falls Ridge|37.9800582|-119.4982209
Whitecliff Peak|Summit|California|Disaster Peak|38.4354614|-119.6415487
Almond Mountain|Summit|California|Cuddeback Lake|35.3690055|-117.4601919
Blue Point|Summit|California|Cinco|35.3206312|-118.082711
Burke Hill|Summit|California|Democrat Hot Springs|35.6170505|-118.6976159
Cummings Mountain|Summit|California|Cummings Mountain|35.0415248|-118.5715068
Eagle Rock|Summit|California|Curry Mountain|36.0304933|-120.4699514
Laurel Mountain|Summit|California|El Paso Peaks|35.4799019|-117.6838574
Oliver Rock|Summit|California|Curry Mountain|36.0091219|-120.4391163
Pine Mountain|Summit|California|Crag Peak|36.0208942|-118.1876772
Red Hill|Summit|California|Case Mountain|36.473097|-118.8414883
Robbers Roost|Summit|California|Freeman Junction|35.5919303|-117.9491613
Roundtop|Summit|California|Garza Peak|35.9381133|-120.1945518
Scratch Hill|Summit|California|Dennison Peak|36.3465275|-118.7727761
Tar Peak|Summit|California|Garza Peak|35.9344324|-120.1781827
Mount Vernon|Summit|California|Emigrant Hill|35.6969704|-119.9666005
W K Hill|Summit|California|Coalinga|36.2238199|-120.3257963
Wagon Wheel Mountain|Summit|California|Emigrant Hill|35.7101644|-119.9869647
Weldon Peak|Summit|California|Emerald Mountain|35.3566261|-118.2900791
White Mountain|Summit|California|Cross Mountain|35.2939276|-118.1453189
Aeolian Buttes|Summit|California|June Lake|37.8510203|-119.0407114
Ahwiyah Point|Summit|California|Yosemite Falls|37.7507023|-119.536206
Alder Hill|Summit|California|Tragedy Spring|38.629905|-120.2387904
American Hill|Ridge|California|Alleghany|39.4866205|-120.7607645
Anderson Peak|Summit|California|Benton|37.7726884|-118.4869237
Ascension Mountain|Summit|California|Ascension Mountain|37.8349433|-119.9057658
Ash Spring Mountain|Summit|California|Auckland|36.5918876|-119.0692622
Bald Top|Summit|California|Goodyears Bar|39.5795277|-120.9476126
Barris Hill|Summit|California|Orange Cove South|36.5578871|-119.3516349
Bartlett Peak|Summit|California|Kibbie Lake|38.093254|-119.7743787
Bear Hill|Summit|California|Giant Forest|36.5612988|-118.7700227
Big Baldy|Summit|California|General Grant Grove|36.6721002|-118.8823384
Big Bend|Summit|California|Pollock Pines|38.8495477|-120.5332638
Blue Jay Point|Summit|California|Mokelumne Hill|38.2776637|-120.6613503
Bodie Mountain|Summit|California|Bodie|38.2268493|-119.070027
Bottle Hill|Summit|California|Georgetown|38.9441885|-120.8504766
Boundary Hill|Summit|California|Tamarack Flat|37.7641034|-119.6285741
Buck Mountain|Summit|California|North Bloomfield|39.359517|-120.9132032
Buena Vista Mountain|Summit|California|Valley Springs|38.1648978|-120.7512899
Buford Mountain|Summit|California|Knowles|37.2206595|-119.8310063
Bullshead|Summit|California|Tahoe City|39.2347729|-120.2022163
Buscones Peak|Summit|California|Benton|37.7771159|-118.4915819
Cement Hill|Summit|California|Omo Ranch|38.5607352|-120.6126932
Cement Hill|Summit|California|Georgetown|38.9412832|-120.8538114
Chili Hill|Summit|California|San Andreas|38.2342893|-120.7318489
Chimney Rock|Summit|California|Onion Valley|39.7726652|-120.9616497
Church Bell Hill|Ridge|California|Ione|38.3729377|-120.9117453
Columbia Finger|Summit|California|Tenaya Lake|37.819744|-119.4232021
Mount Crossman|Summit|California|West Point|38.4651823|-120.533226
Curtis Mountain|Summit|California|Orange Cove South|36.5946838|-119.2562142
Mount Dade|Summit|California|Mount Abbot|37.3819133|-118.7794894
Mount Danaher|Summit|California|Camino|38.7442755|-120.6676042
Death Valley Buttes|Summit|California|Stovepipe Wells NE|36.7114739|-117.0044294
Devils Crags|Summit|California|North Palisade|37.0380561|-118.6124615
Devils Post Pile|Summit|California|La Porte|39.6709185|-120.8824437
Diana Peak|Summit|California|Benton|37.7679832|-118.4881623
Discovery Pinnacle|Summit|California|Mount Whitney|36.5583869|-118.2902557
Dorsey Butte|Summit|California|Juniper Ridge|40.9490079|-120.2595853
Dow Butte|Summit|California|Spalding Tract|40.7483823|-120.8275842
Dudley Hill|Summit|California|Buckhorn Peak|37.7477183|-120.1207081
Eagle Peak|Summit|California|Half Dome|37.746059|-119.6147686
Eagle Rock|Summit|California|Homewood|39.1089573|-120.1622962
Echo Peaks|Summit|California|Tenaya Lake|37.8325982|-119.4034267
Emerald Peak|Summit|California|Mount Henry|37.1653681|-118.7638208
Mount Emerson|Summit|California|Mount Darwin|37.2447003|-118.6597284
Eshom Point|Summit|California|General Grant Grove|36.6333031|-118.9404462
Eureka Peak|Summit|California|Gold Lake|39.7471443|-120.7215993
Fillmore Hill|Summit|California|Alleghany|39.4721153|-120.7588173
Four Gables|Summit|California|Mount Tom|37.3024727|-118.6999308
Fowler Peak|Summit|California|Onion Valley|39.770459|-120.998809
Frank Harris Point|Summit|California|Jawbone Ridge|37.7843663|-120.0237826
French Hill|Summit|California|Mokelumne Hill|38.307149|-120.694321
Funk Hill|Summit|California|New Melones Dam|37.9805693|-120.5670051
Gilcrest Peak|Summit|California|Lundy|38.0110294|-119.2301414
Goat Mountain|Summit|California|Bass Lake|37.2951792|-119.5650218
Mount Goethe|Summit|California|Mount Darwin|37.2061483|-118.7022982
Gooch Mountain|Summit|California|Sheepshead|40.7931737|-120.8473225
Grand Point|Summit|California|Camino|38.6614193|-120.6459601
Graveyard Peak|Summit|California|Graveyard Peak|37.45131|-118.9898787
Gregorys Monument|Summit|California|Mount Brewer|36.7019472|-118.3957782
Grey Eagle Hill|Summit|California|Georgetown|38.9111508|-120.7758976
Grizzly Peak|Summit|California|Half Dome|37.7299826|-119.5505438
Mount Hale|Summit|California|Mount Whitney|36.5880375|-118.3146535
Hunter Point|Summit|California|Jawbone Ridge|37.8670849|-120.075561
Indian Hill|Summit|California|Horsecamp Mountain|37.3275753|-119.7637539
Indian Hill|Summit|California|La Grange|37.6680905|-120.4539188
Indian Hill|Summit|California|Irish Hill|38.3790742|-120.9818727
Indian Mountain|Summit|California|Mariposa|37.4900347|-119.9314549
Indian Peak|Summit|California|Indian Gulch|37.4349898|-120.1878698
